time,x,y,vx,vy,delta,contact_active,Fy,F_lateral_norm,body_moment_norm,ground_Mz,static_Fy_at_delta,static_ground_Mz_at_delta,total_energy,energy_minus_initial,x_ref,solver_final_residual_norm,solver_newton_iters
0.005,0.0,0.13975475000049048,0.0,-0.049049999901902,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06860985243750001,-6.014756249998754e-05,0.0,4.9048998369827235e-12,2
0.01,0.0,0.13926425000147147,0.0,-0.09809999980379974,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06854970487475939,-0.00012029512524060204,0.0,4.905113207970269e-12,2
0.015,0.0,0.13852850000294298,0.0,-0.14714999970569748,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684895573117782,-0.000180442688221788,0.0,4.905113207970269e-12,2
0.02,0.0,0.13754750000490495,0.0,-0.19619999960760373,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06842940974855648,-0.00024059025144351764,0.0,4.904687333356916e-12,2
0.025,0.0,0.1363212500073574,0.0,-0.24524999950950999,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06836926218509418,-0.00030073781490581875,0.0,4.904687333356916e-12,2
0.03,0.0,0.1348497500103003,0.0,-0.29429999941141627,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683091146213913,-0.0003608853786086913,0.0,4.904686032314309e-12,2
0.035,0.0,0.13313300001373368,0.0,-0.34334999931332255,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06824896705744785,-0.0004210329425521492,0.0,4.904686032314309e-12,2
0.04,0.0,0.13117100001765752,0.0,-0.39239999921522883,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818881949326382,-0.0004811805067361785,0.0,4.904686032314309e-12,2
0.045,0.0,0.12896375002207186,0.0,-0.4414499991171351,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812867192883922,-0.0005413280711607793,0.0,4.904686032314309e-12,2
0.05,0.0,0.12651125002697666,0.0,-0.4904999990190414,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06806852436417404,-0.0006014756358259515,0.0,4.904686032314309e-12,2
0.055,0.0,0.12381350003237192,0.0,-0.5395499989209477,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680083767992683,-0.0006616232007316952,0.0,4.904686032314309e-12,2
0.06,0.0,0.12087050003825765,0.0,-0.588599998822854,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06794822923412197,-0.0007217707658780242,0.0,4.904686032314309e-12,2
0.065,0.0,0.11768225004463385,0.0,-0.6376499987247602,0.0023177499553661413,0,0.0,0.0,0.0,0.0,0.04024289034286491,0.0,0.06791922302122315,-0.0007507769787768459,0.0,4.904686032314309e-12,2
0.07,0.0,0.11424875005150052,0.0,-0.6866999986266665,0.005751249948499473,0,0.0,0.0,0.0,0.0,0.24540953070401386,0.0,0.06830031414939473,-0.0003696858506052614,0.0,4.904686032314309e-12,2
0.075,-1.660203230290084e-20,0.11086155721355312,-3.320406460580168e-18,-0.6774385675894815,0.009138442786446876,1,0.5831143106961602,1.4507319537006604e-17,1.1460946389394693e-18,-9.86597306398055e-19,0.6136755132932554,0.0,0.06773218744198163,-0.0009378125580183638,0.0,1.6215495200928908e-12,2
0.08,-2.1466953862561965e-19,0.10777779800962185,-3.961350126454376e-17,-0.6167518407862539,0.012222201990378143,1,1.1011296708432001,2.0407208006224664e-17,3.3959290725125434e-18,-5.421010862427522e-18,1.0880763747906186,0.0,0.06684642426897253,-0.0018235757310274686,0.0,1.8812014054619443e-05,2
0.085,-9.908423996996487e-19,0.10523900541791482,-1.552345722148058e-16,-0.5077585183414067,0.014760994582085171,1,1.5931070978284803,1.3046516086644251e-17,2.6116672779368972e-18,-4.0115480381963664e-18,1.5754684557888352,0.0,0.06589988612572936,-0.0027701138742706327,0.0,6.336936690004309e-05,2
0.09,-2.3470743624172152e-18,0.10342219438569179,-2.7124639254351325e-16,-0.36336220644460504,0.016577805614308203,1,1.94978558225664,4.654751537338637e-17,3.99916682909159e-18,-1.3010426069826053e-18,1.9767013480916678,0.0,0.06508433352627106,-0.0035856664737289323,0.0,7.661231644311411e-05,2
0.095,-8.054405082808435e-18,0.10248296973369621,-1.141466144078244e-15,-0.18784493039911754,0.017517030266303787,1,2.127749401368,6.532333834880892e-17,1.6126937871754548e-18,4.9873299934333204e-18,2.2009924613077505,0.0,0.0641659877090708,-0.004504012290929199,0.0,0.0005896167954343758,2
0.1,-1.3134041131176097e-17,0.10236863588889893,-1.0159272096735323e-15,-0.022866768959457304,0.01763136411110107,1,2.1531053598508803,6.992893892674703e-17,3.3103694787048736e-18,2.2551405187698492e-17,2.229073632507003,0.0,0.06349408788084691,-0.005175912119153081,0.0,6.41187272713891e-05,2
0.105,-1.8556293276623234e-17,0.1030156218398792,-1.084450429089427e-15,0.12939719019605364,0.0169843781601208,1,2.0297665399320004,4.023661093457698e-17,5.971545513195337e-18,2.905661822261152e-17,2.0723915597702502,0.0,0.06282575054801834,-0.005844249451981656,0.0,8.313474188445524e-05,2
0.11,-2.3259699842150892e-17,0.10429842470987145,-9.406813131055315e-16,0.2565605739984504,0.01570157529012854,1,1.77485682101472,3.491063653003978e-17,6.0756449329842245e-18,3.458604930228759e-17,1.7777885358605163,0.0,0.06221473813268294,-0.006455261867317055,0.0,6.361491495376296e-05,2
0.115,-2.7667054148935408e-17,0.10604777160274173,-8.81470861356903e-16,0.34986937857405487,0.013952228397258265,1,1.4362197142392001,3.413980314423788e-17,2.226082517043159e-18,3.664603343001005e-17,1.4108531904656394,0.0,0.06170429993296343,-0.006965700067036562,0.0,6.315834241577695e-05,2
0.12,-3.2134462399843214e-17,0.10807044745422498,-8.934816501815614e-16,0.4045351702966483,0.011929552545775018,1,1.0434209523897602,1.8644494882542858e-17,3.1951861220654496e-18,2.856872724499304e-17,1.0374664806595202,0.0,0.06126062445215575,-0.007409375547844245,0.0,3.131517581912843e-05,2
0.125,-3.6627161095001007e-17,0.11017937945818324,-8.985397390315585e-16,0.4217864007916524,0.00982062054181676,1,0.6630123053721602,7.565542634121127e-18,4.407691358905823e-19,2.241958017210329e-17,0.707338087464288,0.0,0.06082231375432118,-0.007847686245678817,0.0,2.110595552495833e-12,2
0.13,-4.11324210814179e-17,0.11225475238393119,-9.01051997283379e-16,0.41507458514959045,0.007745247616068804,1,0.4233818430215999,3.8890891321396315e-18,5.193730194646549e-19,1.6442624771596182e-17,0.4425741950576215,0.0,0.060517025254147504,-0.008152974745852491,0.0,2.7889021387422807e-12,2
0.135,-4.5637681067834797e-17,0.11408487531016961,-9.01051997283379e-16,0.3660245852476842,0.005915124689830381,0,0.0,0.0,0.0,0.0,0.2594739706720695,0.0,0.05982172487622478,-0.008848275123775215,0.0,4.904688634399523e-12,2
0.14,-5.014294105425169e-17,0.1156697482368985,-9.01051997283379e-16,0.31697458534577794,0.004330251763101492,0,0.0,0.0,0.0,0.0,0.13967923105276314,0.0,0.05945006277927996,-0.009219937220720037,0.0,4.904686032314309e-12,2
0.145,-5.4648201040668587e-17,0.11700937116411786,-9.01051997283379e-16,0.26792458544387165,0.0029906288358821365,0,0.0,0.0,0.0,0.0,0.06687491803266525,0.0,0.05925449177605958,-0.009415508223940418,0.0,4.904686032314309e-12,2
